id,country_id,country_code,country_name,region_id,region_name,income_group_id,income_group_name,income_group_acronym,implementing_agency_id,implementing_agency_acronym,implementing_agency_name,implementing_subagency_id,subagency_acronym,subagency_name,channel_category_id,channel_category_name,channel_subcategory_name,channel_subcategory_id,channel_id,channel_name,dac_category_id,dac_category_name,dac_sector_code,dac_sector_name,dac_purpose_code,dac_purpose_name,funding_account_id,funding_account_name,assistance_category_id,assistance_category_name,activity_id,activity_name,activity_project_number,activity_start_date,activity_end_date,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount,funding_agency_id,funding_agency_name,funding_agency_acronym,aid_type_group_id,aid_type_group_name,activity_description,USG_sector_id,USG_sector_name,submission_id
14803387,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,191067,Food For Progress Title I - Commodity Value of Rice (by 50 kg)/Metric TonZ: 690 [through International Orthodox Christian Charities],APH00245,,,2,Obligations,2000,165655,225943,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Rice (by 50 kg)/Metric TonZ: 690 [through International Orthodox Christian Charities],37,"Protection, Assistance and Solutions",999
14803414,887,YEM,Yemen,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193174,Section 416(b) Food Aid - Commodity Value of AP Flour (by 50 kg)/Metric TonZ: 840 [through Government of Yemen],APH02352,,,2,Obligations,2000,165581,225842,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of AP Flour (by 50 kg)/Metric TonZ: 840 [through Government of Yemen],37,"Protection, Assistance and Solutions",999
14803415,324,GIN,Guinea,5,Sub-Saharan Africa,1,Low Income Country,LIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193209,Section 416(b) Food Aid - Commodity Value of BR Flour (by 50 kg)/Metric TonZ: 800 [through International Partner Human Development],APH02387,,,2,Obligations,2000,165576,225835,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of BR Flour (by 50 kg)/Metric TonZ: 800 [through International Partner Human Development],37,"Protection, Assistance and Solutions",999
14803454,288,GHA,Ghana,5,Sub-Saharan Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,235347,"Commodity Value for  Wheat, Soy Blend / Metric Tons: 440.",UTH08393,,,2,Obligations,2000,165400,225595,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  General Relief,37,"Protection, Assistance and Solutions",999
14803516,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,190904,Food For Progress Title I - Commodity Value of Corn Seed (by 25 kg)/Metric TonZ: 145.2 [through Government of Russia],APH00082,,,2,Obligations,2000,165082,225162,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Corn Seed (by 25 kg)/Metric TonZ: 145.2 [through Government of Russia],37,"Protection, Assistance and Solutions",999
14803528,308,GRD,Grenada,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,11x1082,Foreign Military Financing Program,2,Military,25271,"DOD - Foreign Military Financing (FMF) Program, Payment Waived",NULL,,,2,Obligations,2000,165000,225050,7,Department of Defense,DOD,3,Project-Type,"The amount of credit extended to a foreign government or international organization in any fiscal year for the procurement of defense articles, defense services, and design and construction services.",3,Stabilization Operations and Security Sector Reform,27
14803529,288,GHA,Ghana,5,Sub-Saharan Africa,2,Lower Middle Income Country,LMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4008267,"ARS International, Inc.",4,Infrastructure,230,Energy,23310,"Energy generation, non-renewable sources - unspecified",11x1001,Trade and Development Agency,1,Economic,96396,Feasibility Study - Esiama Combined Cycle Power Plant,NULL,,,2,Obligations,2000,165000,225050,17,Trade and Development Agency,TDA,4,Technical Assistance,"Feasibility Study - Esiama Combined Cycle Power Plant, through ARS International, Inc.",28,Infrastructure,70
14803543,231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,6,HHS,Department of Health and Human Services,10,CDC,Centers for Disease Control and Prevention,7,Multilateral,Multilateral - United Nations,12,4000502,World Health Organisation,2,Health and Population,122,Basic Health,12250,Infectious disease control,75x0943,"Centers for Disease Control, Disease Control, Research, and Training",1,Economic,194423,Polio Eradication through the World Health Organization.,CDI -            .,,,2,Obligations,2000,165000,225050,6,Department of Health and Human Services,HHS,3,Project-Type,"Polio Eradication through the World Health Organization. CDC has provided epidemiologic, laboratory, programmatic expertise, and funding support    to help polio-endemic countries with polio eradication activities.  The Global Polio Eradication Initiative     goal is to eradicate polio and certify the world as polio-free as soon as possible.",14,Pandemic Influenza and Other Emerging Threats (PIOET),999
14803566,156,CHN,China (P.R.C.),1,East Asia and Oceania,3,Upper Middle Income Country,UMIC,2,STATE,Department of State,51,NED,National Endowment for Democracy,3,NGO,NGO - United States,5,4000614,International Republican Institute,3,Governance,151,Government and Civil Society,15110,Public sector policy and administrative management,19x0210,"Department of State, National Endowment for Democracy",1,Economic,55996,National Endowment for Democracy Grant to International Republican Institute,NULL,,,2,Obligations,2000,165000,225050,2,Department of State,STATE,3,Project-Type,"To sponsor seminars for newly elected village committee leaders and election officials on practices and transparent local governance, and to promote election monitoring through a conference for monitors and sponsorship of observation missions.",7,Rule of Law and Human Rights,41
14803589,662,LCA,St. Lucia,6,Western Hemisphere,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,11x1082,Foreign Military Financing Program,2,Military,25271,"DOD - Foreign Military Financing (FMF) Program, Payment Waived",NULL,,,2,Obligations,2000,165000,225050,7,Department of Defense,DOD,3,Project-Type,"The amount of credit extended to a foreign government or international organization in any fiscal year for the procurement of defense articles, defense services, and design and construction services.",3,Stabilization Operations and Security Sector Reform,27
14803590,646,RWA,Rwanda,5,Sub-Saharan Africa,1,Low Income Country,LIC,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",3,NGO,NGO - United States,5,4000028,American Refugee Committee International,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,83608,Refugee Assistance Activities,NULL,,,2,Obligations,2000,165000,225050,2,Department of State,STATE,2,Core contributions,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [American Refugee Committee International]",37,"Protection, Assistance and Solutions",65
14803647,1033,SSN,Sub-Saharan Africa Region,5,Sub-Saharan Africa,0,NULL,NULL,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",7,Multilateral,Multilateral - Other,18,4000256,International Organisation for Migration,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,83630,Refugee Assistance Activities,NULL,,,2,Obligations,2000,165000,225050,2,Department of State,STATE,3,Project-Type,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Organisation for Migration]",37,"Protection, Assistance and Solutions",65
14803786,762,TJK,Tajikistan,4,South and Central Asia,2,Lower Middle Income Country,LMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193162,"Section 416(b) Food Aid - Commodity Value of AP Flour (by 50 kg)/Metric TonZ: 750 [through Save the Children Federation, Inc.]",APH02340,,,2,Obligations,2000,164498,224364,5,Department of Agriculture,AGR,3,Project-Type,"Section 416(b) Food Aid - Commodity Value of AP Flour (by 50 kg)/Metric TonZ: 750 [through Save the Children Federation, Inc.]",37,"Protection, Assistance and Solutions",999
14803848,1033,SSN,Sub-Saharan Africa Region,5,Sub-Saharan Africa,0,NULL,NULL,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",4,Church and Faith Based,Church and Faith Based - United States,8,4000055,Catholic Relief Services,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,83610,Refugee Assistance Activities,NULL,,,2,Obligations,2000,164223,223990,2,Department of State,STATE,3,Project-Type,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [Catholic Relief Services]",37,"Protection, Assistance and Solutions",65
14803902,646,RWA,Rwanda,5,Sub-Saharan Africa,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,11x1081,International Military Education and Training,2,Military,25270,DOD - International Military Education & Training (IMET) Program/Deliveries,NULL,,,2,Obligations,2000,164000,223686,7,Department of Defense,DOD,4,Technical Assistance,"The dollar value allocated in any fiscal year for the training of foreign military students both overseas and in the continental United States, and the cost of training aids and materials associated with such training, for which the U.S. Government receives no dollar reimbursement.",3,Stabilization Operations and Security Sector Reform,27
14803965,270,GMB,Gambia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,229053,"Commodity Value for  Corn, Soya Blend / Approximate Number of people fed: 50000. / Metric Tons: 630.",UTH02099,,,2,Obligations,2000,163800,223413,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  School feeding,37,"Protection, Assistance and Solutions",999
14803998,340,HND,Honduras,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,231263,"Commodity Value for  Rice, bagged / Metric Tons: 660.",UTH04309,,,2,Obligations,2000,163700,223277,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Food-for-Work,37,"Protection, Assistance and Solutions",999
14804001,716,ZWE,Zimbabwe,5,Sub-Saharan Africa,1,Low Income Country,LIC,19,ADF,African Development Foundation,999,NULL,not applicable,8,Enterprises,Enterprises - Non United States,20,4003628,Tombo Paprika Growers Association,6,Agriculture,310,Agriculture,31162,Industrial crops/export crops,11x0700,African Development Foundation,1,Economic,25876,Tombo Paprika Project,B056,,,2,Obligations,2000,163699,223275,19,African Development Foundation,ADF,3,Project-Type,Tombo Paprika Project,29,Agriculture,29
14804006,764,THA,Thailand,1,East Asia and Oceania,3,Upper Middle Income Country,UMIC,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",3,NGO,NGO - International,6,4000105,Doctors Without Borders,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,80804,Healthcare/Water/Sanitation,NULL,,,2,Obligations,2000,163669,223234,2,Department of State,STATE,2,Core contributions,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [Doctors Without Borders]",37,"Protection, Assistance and Solutions",65
